datetime,second,joy_x,joy_z,tempo,bgm_start,accx,accy,accz,gyrox,gyroy,gyroz,magx,magy,magz,tempMPU9250
2019-12-19 14:10:05.051971,0.623518,0.0,0.0,1,0,,,,,,,,,,
2019-12-19 14:10:05.550794,1.122394,0.0,0.0,1,0,,,,,,,,,,
2019-12-19 14:10:06.050617,1.622152,0.0,0.0,1,0,,,,,,,,,,
2019-12-19 14:10:06.550218,2.121742,0.0,0.0,1,0,,,,,,,,,,
2019-12-19 14:10:07.050617,2.622291,0.0,0.0,1,0,,,,,,,,,,
2019-12-19 14:10:07.550519,3.122057,0.0,0.0,1,0,,,,,,,,,,
2019-12-19 14:10:08.053225,3.624865,0.0,0.0,1,0,,,,,,,,,,
2019-12-19 14:10:08.551718,4.123246,0.0,0.0,1,0,,,,,,,,,,
2019-12-19 14:10:09.051610,4.623148,0.0,0.0,1,0,,,,,,,,,,
2019-12-19 14:10:09.551626,5.123183,0.0,0.0,1,0,,,,,,,,,,
2019-12-19 14:10:10.050378,5.621885,0.0,0.0,1,0,,,,,,,,,,
2019-12-19 14:10:10.550284,6.121816,0.0,0.0,1,0,,,,,,,,,,
2019-12-19 14:10:11.049562,6.621065,0.0,0.0,1,0,,,,,,,,,,
2019-12-19 14:10:11.551094,7.122666,0.0,0.0,1,0,,,,,,,,,,
2019-12-19 14:10:11.569588,7.141112,-0.0,-0.0,0,0,,,,,,,,,,
2019-12-19 14:10:11.605334,7.176852,-0.0,-0.0,0,0,,,,,,,,,,
2019-12-19 14:10:11.609343,7.180849,-0.0,-0.0,0,0,,,,,,,,,,
2019-12-19 14:10:11.613458,7.184985,0.0233434475958,-0.0,0,0,,,,,,,,,,
2019-12-19 14:10:11.617406,7.188946,0.0559179410338,-0.0,0,0,,,,,,,,,,
2019-12-19 14:10:11.621318,7.19289,0.0993184745312,-0.0124531583861,0,0,,,,,,,,,,
2019-12-19 14:10:11.625220,7.196726,0.186119541526,-0.0775700211525,0,0,,,,,,,,,,
2019-12-19 14:10:11.629326,7.200859,0.229552194476,-0.131828710437,0,0,,,,,,,,,,
2019-12-19 14:10:11.633763,7.205284,0.294669061899,-0.186087414622,0,0,,,,,,,,,,
2019-12-19 14:10:11.637388,7.208915,0.338069587946,-0.272920608521,0,0,,,,,,,,,,
2019-12-19 14:10:11.641222,7.212723,0.414044618607,-0.316321134567,0,0,,,,,,,,,,
2019-12-19 14:10:11.645767,7.217283,0.435728818178,-0.414012491703,0,0,,,,,,,,,,
2019-12-19 14:10:11.649361,7.220878,0.511703848839,-0.468271195889,0,0,,,,,,,,,,
2019-12-19 14:10:11.653309,7.224826,0.544246196747,-0.555072247982,0,0,,,,,,,,,,
2019-12-19 14:10:11.657305,7.228813,0.544246196747,-0.631047308445,0,0,,,,,,,,,,
2019-12-19 14:10:11.661370,7.232937,0.544246196747,-0.685305953026,0,0,,,,,,,,,,
2019-12-19 14:10:11.665352,7.236997,0.544246196747,-0.728706538677,0,0,,,,,,,,,,
2019-12-19 14:10:11.669374,7.240913,0.533388078213,-0.782965183258,0,0,,,,,,,,,,
2019-12-19 14:10:11.673250,7.24476,0.511703848839,-0.826365768909,0,0,,,,,,,,,,
2019-12-19 14:10:11.677315,7.248824,0.457445144653,-0.858940243721,0,0,,,,,,,,,,
2019-12-19 14:10:11.681272,7.252774,0.424870669842,-0.86979842186,0,0,,,,,,,,,,
2019-12-19 14:10:11.685239,7.256743,0.32721143961,-0.913198947906,0,0,,,,,,,,,,
2019-12-19 14:10:11.689311,7.260824,0.251236408949,-0.956599473953,0,0,,,,,,,,,,
2019-12-19 14:10:11.693440,7.264966,0.142719000578,-0.956599473953,0,0,,,,,,,,,,
2019-12-19 14:10:11.697301,7.268814,0.0233434475958,-0.956599473953,0,0,,,,,,,,,,
2019-12-19 14:10:11.701323,7.272837,-0.0,-0.967457652092,0,0,,,,,,,,,,
2019-12-19 14:10:11.713477,7.284996,-0.0,-0.978315770626,0,0,,,,,,,,,,
2019-12-19 14:10:11.717336,7.288854,-0.0,-0.989173948765,0,0,,,,,,,,,,
2019-12-19 14:10:11.721262,7.292771,-0.0775700211525,-1.0,0,0,,,,,,,,,,
2019-12-19 14:10:11.725233,7.29674,-0.131828710437,-1.0,0,0,,,,,,,,,,
2019-12-19 14:10:11.729349,7.300861,-0.186087414622,-1.0,0,0,,,,,,,,,,
2019-12-19 14:10:11.733462,7.304986,-0.240346118808,-1.0,0,0,,,,,,,,,,
2019-12-19 14:10:11.737314,7.308829,-0.262062430382,-1.0,0,0,,,,,,,,,,
2019-12-19 14:10:11.741222,7.312734,-0.316321134567,-1.0,0,0,,,,,,,,,,
2019-12-19 14:10:11.745314,7.31683,-0.381437987089,-1.0,0,0,,,,,,,,,,
2019-12-19 14:10:11.749495,7.321019,-0.403154343367,-1.0,0,0,,,,,,,,,,
2019-12-19 14:10:11.753362,7.324875,-0.446554869413,-1.0,0,0,,,,,,,,,,
2019-12-19 14:10:11.757311,7.328817,-0.500813543797,-1.0,0,0,,,,,,,,,,
2019-12-19 14:10:11.761377,7.332889,-0.533355951309,-1.0,0,0,,,,,,,,,,
2019-12-19 14:10:11.765398,7.336958,-0.576788604259,-1.0,0,0,,,,,,,,,,
2019-12-19 14:10:11.769291,7.340802,-0.598472774029,-0.967457652092,0,0,,,,,,,,,,
2019-12-19 14:10:11.773254,7.344761,-0.652731478214,-0.956599473953,0,0,,,,,,,,,,
2019-12-19 14:10:11.777237,7.348746,-0.674447834492,-0.902340769768,0,0,,,,,,,,,,
2019-12-19 14:10:11.781463,7.352985,-0.75042283535,-0.858940243721,0,0,,,,,,,,,,
2019-12-19 14:10:11.785358,7.356867,-0.772107064724,-0.826365768909,0,0,,,,,,,,,,
2019-12-19 14:10:11.789213,7.36072,-0.826365768909,-0.772107064724,0,0,,,,,,,,,,
2019-12-19 14:10:11.793301,7.364815,-0.891482591629,-0.728706538677,0,0,,,,,,,,,,
2019-12-19 14:10:11.797362,7.368893,-0.945741295815,-0.674447834492,0,0,,,,,,,,,,
2019-12-19 14:10:11.801360,7.372938,-0.967457652092,-0.598472774029,0,0,,,,,,,,,,
2019-12-19 14:10:11.805269,7.376777,-0.989173948765,-0.522529900074,0,0,,,,,,,,,,
2019-12-19 14:10:11.809260,7.380769,-1.0,-0.435696691275,0,0,,,,,,,,,,
2019-12-19 14:10:11.813299,7.38485,-1.0,-0.370579838753,0,0,,,,,,,,,,
2019-12-19 14:10:11.817347,7.38887,-1.0,-0.283778756857,0,0,,,,,,,,,,
2019-12-19 14:10:11.821232,7.392734,-1.0,-0.229520067573,0,0,,,,,,,,,,
2019-12-19 14:10:11.825313,7.396844,-1.0,-0.186087414622,0,0,,,,,,,,,,
2019-12-19 14:10:11.829350,7.400863,-1.0,-0.110144510865,0,0,,,,,,,,,,
2019-12-19 14:10:11.833531,7.40505,-1.0,-0.0124531583861,0,0,,,,,,,,,,
2019-12-19 14:10:11.837990,7.409579,-1.0,-0.0,0,0,,,,,,,,,,
2019-12-19 14:10:11.841835,7.413391,-1.0,-0.0,0,0,,,,,,,,,,
2019-12-19 14:10:11.861623,7.43315,-1.0,0.0450597777963,0,0,,,,,,,,,,
2019-12-19 14:10:11.865454,7.436975,-1.0,0.0884603112936,0,0,,,,,,,,,,
2019-12-19 14:10:11.869353,7.440883,-1.0,0.153577163815,0,0,,,,,,,,,,
2019-12-19 14:10:11.873323,7.444841,-1.0,0.207835868001,0,0,,,,,,,,,,
2019-12-19 14:10:11.877307,7.448821,-0.967457652092,0.272952735424,0,0,,,,,,,,,,
2019-12-19 14:10:11.881539,7.453058,-0.924057126045,0.348927766085,0,0,,,,,,,,,,
2019-12-19 14:10:11.885371,7.456885,-0.837223887444,0.370611965656,0,0,,,,,,,,,,
2019-12-19 14:10:11.889257,7.460771,-0.772107064724,0.435728818178,0,0,,,,,,,,,,
2019-12-19 14:10:11.893345,7.464868,-0.717848360538,0.479129344225,0,0,,,,,,,,,,
2019-12-19 14:10:11.897458,7.469009,-0.641905426979,0.533388078213,0,0,,,,,,,,,,
2019-12-19 14:10:11.901490,7.473035,-0.533355951309,0.555104374886,0,0,,,,,,,,,,
2019-12-19 14:10:11.905425,7.47694,-0.403154343367,0.565962553024,0,0,,,,,,,,,,
2019-12-19 14:10:11.909344,7.480862,-0.262062430382,0.576820731163,0,0,,,,,,,,,,
2019-12-19 14:10:11.913394,7.484933,-0.142686888576,0.587678849697,0,0,,,,,,,,,,
2019-12-19 14:10:11.917317,7.48883,-0.0,0.598504900932,0,0,,,,,,,,,,
2019-12-19 14:10:11.921345,7.492868,-0.0,0.598504900932,0,0,,,,,,,,,,
2019-12-19 14:10:11.933875,7.505398,0.0559179410338,0.598504900932,0,0,,,,,,,,,,
2019-12-19 14:10:11.937468,7.509098,0.164435341954,0.609363079071,0,0,,,,,,,,,,
2019-12-19 14:10:11.941350,7.512879,0.251236408949,0.609363079071,0,0,,,,,,,,,,
2019-12-19 14:10:11.945391,7.516924,0.316353261471,0.598504900932,0,0,,,,,,,,,,
2019-12-19 14:10:11.949527,7.521042,0.424870669842,0.598504900932,0,0,,,,,,,,,,
2019-12-19 14:10:11.953321,7.524835,0.555104374886,0.565962553024,0,0,,,,,,,,,,
2019-12-19 14:10:11.957298,7.528809,0.707054436207,0.565962553024,0,0,,,,,,,,,,
2019-12-19 14:10:11.961510,7.533028,0.848114192486,0.511703848839,0,0,,,,,,,,,,
2019-12-19 14:10:11.965309,7.536825,0.967489778996,0.424870669842,0,0,,,,,,,,,,
2019-12-19 14:10:11.969319,7.540834,1.0,0.359753787518,0,0,,,,,,,,,,
2019-12-19 14:10:11.973325,7.544846,1.0,0.294669061899,0,0,,,,,,,,,,
2019-12-19 14:10:11.977296,7.548807,1.0,0.218694031239,0,0,,,,,,,,,,
2019-12-19 14:10:11.981308,7.552825,1.0,0.142719000578,0,0,,,,,,,,,,
2019-12-19 14:10:11.985375,7.556921,1.0,0.0884603112936,0,0,,,,,,,,,,
2019-12-19 14:10:11.989330,7.560845,1.0,-0.0,0,0,,,,,,,,,,
2019-12-19 14:10:11.993367,7.564887,1.0,-0.0,0,0,,,,,,,,,,
2019-12-19 14:10:12.009378,7.580895,1.0,-0.0558858141303,0,0,,,,,,,,,,
2019-12-19 14:10:12.013406,7.58495,1.0,-0.153545051813,0,0,,,,,,,,,,
2019-12-19 14:10:12.017351,7.588864,1.0,-0.229520067573,0,0,,,,,,,,,,
2019-12-19 14:10:12.021307,7.59282,1.0,-0.294636934996,0,0,,,,,,,,,,
2019-12-19 14:10:12.025360,7.596869,1.0,-0.424838542938,0,0,,,,,,,,,,
2019-12-19 14:10:12.029460,7.600988,1.0,-0.522529900074,0,0,,,,,,,,,,
2019-12-19 14:10:12.033473,7.604992,1.0,-0.598472774029,0,0,,,,,,,,,,
2019-12-19 14:10:12.037538,7.609057,0.967489778996,-0.696164131165,0,0,,,,,,,,,,
2019-12-19 14:10:12.041342,7.612852,0.934947371483,-0.75042283535,0,0,,,,,,,,,,
2019-12-19 14:10:12.045363,7.616882,0.880688667297,-0.804681539536,0,0,,,,,,,,,,
2019-12-19 14:10:12.049666,7.621176,0.815571844578,-0.848082065582,0,0,,,,,,,,,,
2019-12-19 14:10:12.049974,7.621476,0.815571844578,-0.848082065582,1,0,,,,,,,,,,
2019-12-19 14:10:12.053340,7.624851,0.761313140392,-0.880656540394,0,0,,,,,,,,,,
2019-12-19 14:10:12.057325,7.628838,0.717880487442,-0.956599473953,0,0,,,,,,,,,,
2019-12-19 14:10:12.061436,7.632959,0.674479961395,-0.978315770626,0,0,,,,,,,,,,
2019-12-19 14:10:12.065448,7.63699,0.609363079071,-1.0,0,0,,,,,,,,,,
2019-12-19 14:10:12.069433,7.640965,0.544246196747,-1.0,0,0,,,,,,,,,,
2019-12-19 14:10:12.073336,7.644861,0.5008456707,-1.0,0,0,,,,,,,,,,
2019-12-19 14:10:12.078152,7.649718,0.424870669842,-1.0,0,0,,,,,,,,,,
2019-12-19 14:10:12.081911,7.653475,0.32721143961,-1.0,0,0,,,,,,,,,,
2019-12-19 14:10:12.086208,7.657779,0.24037823081,-1.0,0,0,,,,,,,,,,
2019-12-19 14:10:12.090461,7.662052,0.153577163815,-1.0,0,0,,,,,,,,,,
2019-12-19 14:10:12.095032,7.666605,0.0450597777963,-0.967457652092,0,0,,,,,,,,,,
2019-12-19 14:10:12.099241,7.670801,-0.0,-0.880656540394,0,0,,,,,,,,,,
2019-12-19 14:10:12.101859,7.67341,-0.0,-0.848082065582,0,0,,,,,,,,,,
2019-12-19 14:10:12.105853,7.677422,-0.0,-0.772107064724,0,0,,,,,,,,,,
2019-12-19 14:10:12.109908,7.68147,-0.0,-0.707022309303,0,0,,,,,,,,,,
2019-12-19 14:10:12.113773,7.685328,-0.0775700211525,-0.631047308445,0,0,,,,,,,,,,
2019-12-19 14:10:12.117639,7.68918,-0.153545051813,-0.555072247982,0,0,,,,,,,,,,
2019-12-19 14:10:12.121865,7.693393,-0.207803741097,-0.468271195889,0,0,,,,,,,,,,
2019-12-19 14:10:12.125452,7.696981,-0.251204282045,-0.414012491703,0,0,,,,,,,,,,
2019-12-19 14:10:12.129565,7.701094,-0.262062430382,-0.348895639181,0,0,,,,,,,,,,
2019-12-19 14:10:12.133519,7.705044,-0.272920608521,-0.283778756857,0,0,,,,,,,,,,
2019-12-19 14:10:12.137337,7.708863,-0.272920608521,-0.218661904335,0,0,,,,,,,,,,
2019-12-19 14:10:12.141388,7.71292,-0.283778756857,-0.186087414622,0,0,,,,,,,,,,
2019-12-19 14:10:12.145471,7.716993,-0.283778756857,-0.110144510865,0,0,,,,,,,,,,
2019-12-19 14:10:12.149536,7.721066,-0.283778756857,-0.0124531583861,0,0,,,,,,,,,,
2019-12-19 14:10:12.153467,7.724996,-0.283778756857,-0.0,0,0,,,,,,,,,,
2019-12-19 14:10:12.157390,7.728928,-0.283778756857,-0.0,0,0,,,,,,,,,,
2019-12-19 14:10:12.177458,7.748982,-0.283778756857,0.0124852824956,0,0,,,,,,,,,,
2019-12-19 14:10:12.181524,7.75306,-0.283778756857,0.077602148056,0,0,,,,,,,,,,
2019-12-19 14:10:12.185558,7.757089,-0.283778756857,0.121034801006,0,0,,,,,,,,,,
2019-12-19 14:10:12.189567,7.761097,-0.283778756857,0.196977704763,0,0,,,,,,,,,,
2019-12-19 14:10:12.193543,7.765061,-0.283778756857,0.24037823081,0,0,,,,,,,,,,
2019-12-19 14:10:12.197765,7.769379,-0.283778756857,0.32721143961,0,0,,,,,,,,,,
2019-12-19 14:10:12.201458,7.772989,-0.283778756857,0.348927766085,0,0,,,,,,,,,,
2019-12-19 14:10:12.205435,7.776961,-0.283778756857,0.359753787518,0,0,,,,,,,,,,
2019-12-19 14:10:12.209597,7.78113,-0.283778756857,0.457445144653,0,0,,,,,,,,,,
2019-12-19 14:10:12.213452,7.784981,-0.283778756857,0.489987522364,0,0,,,,,,,,,,
2019-12-19 14:10:12.217671,7.789201,-0.283778756857,0.544246196747,0,0,,,,,,,,,,
2019-12-19 14:10:12.221477,7.793013,-0.283778756857,0.565962553024,0,0,,,,,,,,,,
2019-12-19 14:10:12.225435,7.79696,-0.283778756857,0.587678849697,0,0,,,,,,,,,,
2019-12-19 14:10:12.229405,7.800958,-0.272920608521,0.631079435349,0,0,,,,,,,,,,
2019-12-19 14:10:12.233707,7.805248,-0.272920608521,0.663621783257,0,0,,,,,,,,,,
2019-12-19 14:10:12.237582,7.809102,-0.272920608521,0.685338079929,0,0,,,,,,,,,,
2019-12-19 14:10:12.241345,7.81286,-0.262062430382,0.707054436207,0,0,,,,,,,,,,
2019-12-19 14:10:12.245498,7.817027,-0.262062430382,0.728738665581,0,0,,,,,,,,,,
2019-12-19 14:10:12.249607,7.821145,-0.251204282045,0.739596784115,0,0,,,,,,,,,,
2019-12-19 14:10:12.253497,7.825021,-0.251204282045,0.750454962254,0,0,,,,,,,,,,
2019-12-19 14:10:12.257455,7.828981,-0.251204282045,0.761313140392,0,0,,,,,,,,,,
2019-12-19 14:10:12.281489,7.853013,-0.240346118808,0.761313140392,0,0,,,,,,,,,,
2019-12-19 14:10:12.285507,7.857034,-0.240346118808,0.663621783257,0,0,,,,,,,,,,
2019-12-19 14:10:12.289336,7.86085,-0.131828710437,0.207835868001,0,0,,,,,,,,,,
2019-12-19 14:10:12.293379,7.864924,-0.0,-0.0124531583861,0,0,,,,,,,,,,
2019-12-19 14:10:12.297338,7.868851,-0.0,-0.0,0,0,,,,,,,,,,
2019-12-19 14:10:12.469520,8.041058,-0.0,-0.0,0,0,,,,,,,,,,
2019-12-19 14:10:12.473488,8.045016,0.0559179410338,-0.0,0,0,,,,,,,,,,
2019-12-19 14:10:12.477375,8.048912,0.175293505192,-0.0,0,0,,,,,,,,,,
2019-12-19 14:10:12.481444,8.052973,0.294669061899,-0.0,0,0,,,,,,,,,,
2019-12-19 14:10:12.485388,8.056928,0.424870669842,-0.0,0,0,,,,,,,,,,
2019-12-19 14:10:12.489391,8.060928,0.609363079071,-0.0,0,0,,,,,,,,,,
2019-12-19 14:10:12.493536,8.065061,0.848114192486,-0.0,0,0,,,,,,,,,,
2019-12-19 14:10:12.497462,8.068981,1.0,-0.0,0,0,,,,,,,,,,
2019-12-19 14:10:12.550509,8.122061,1.0,-0.0,1,0,,,,,,,,,,
2019-12-19 14:10:12.621563,8.193108,0.97834789753,-0.0,0,0,,,,,,,,,,
2019-12-19 14:10:12.625426,8.196944,0.967489778996,-0.0,0,0,,,,,,,,,,
2019-12-19 14:10:12.629490,8.20101,0.945773422718,-0.0,0,0,,,,,,,,,,
2019-12-19 14:10:12.633531,8.205052,0.891514718533,-0.0,0,0,,,,,,,,,,
2019-12-19 14:10:12.637513,8.209026,0.869830548763,-0.0,0,0,,,,,,,,,,
2019-12-19 14:10:12.641352,8.212864,0.804713666439,-0.0,0,0,,,,,,,,,,
2019-12-19 14:10:12.645451,8.216974,0.750454962254,-0.0,0,0,,,,,,,,,,
2019-12-19 14:10:12.649795,8.22132,0.696196258068,-0.0,0,0,,,,,,,,,,
2019-12-19 14:10:12.653559,8.225104,0.609363079071,-0.0,0,0,,,,,,,,,,
2019-12-19 14:10:12.657625,8.229147,0.522562026978,-0.0,0,0,,,,,,,,,,
2019-12-19 14:10:12.661636,8.233163,0.370611965656,-0.0,0,0,,,,,,,,,,
2019-12-19 14:10:12.665815,8.237374,0.196977704763,-0.0,0,0,,,,,,,,,,
2019-12-19 14:10:12.669606,8.241132,-0.0,-0.0,0,0,,,,,,,,,,
2019-12-19 14:10:12.966155,8.537685,-0.0,-0.0,0,0,,,,,,,,,,
2019-12-19 14:10:12.969511,8.541038,-0.142686888576,-0.0,0,0,,,,,,,,,,
2019-12-19 14:10:12.973382,8.544921,-0.316321134567,-0.0,0,0,,,,,,,,,,
2019-12-19 14:10:12.977361,8.548879,-0.511671721935,-0.0,0,0,,,,,,,,,,
2019-12-19 14:10:12.981473,8.553003,-0.75042283535,0.00165924313478,0,0,,,,,,,,,,
2019-12-19 14:10:12.985495,8.557022,-0.978315770626,0.0450597777963,0,0,,,,,,,,,,
2019-12-19 14:10:12.989350,8.560865,-1.0,0.0450597777963,0,0,,,,,,,,,,
2019-12-19 14:10:12.993432,8.564966,-1.0,0.0559179410338,0,0,,,,,,,,,,
2019-12-19 14:10:13.021610,8.593159,-1.0,0.0450597777963,0,0,,,,,,,,,,
2019-12-19 14:10:13.025382,8.596934,-1.0,0.0559179410338,0,0,,,,,,,,,,
2019-12-19 14:10:13.033523,8.605046,-1.0,0.0450597777963,0,0,,,,,,,,,,
2019-12-19 14:10:13.038075,8.609629,-1.0,0.0559179410338,0,0,,,,,,,,,,
2019-12-19 14:10:13.042111,8.613664,-1.0,0.0667439773679,0,0,,,,,,,,,,
2019-12-19 14:10:13.050738,8.622298,-1.0,0.077602148056,0,0,,,,,,,,,,
2019-12-19 14:10:13.052701,8.62426,-1.0,0.077602148056,1,0,,,,,,,,,,
2019-12-19 14:10:13.078073,8.649654,-1.0,0.0884603112936,0,0,,,,,,,,,,
2019-12-19 14:10:13.090268,8.661843,-1.0,0.0993184745312,0,0,,,,,,,,,,
2019-12-19 14:10:13.102192,8.67386,-1.0,0.110176637769,0,0,,,,,,,,,,
2019-12-19 14:10:13.110037,8.681608,-1.0,0.121034801006,0,0,,,,,,,,,,
2019-12-19 14:10:13.113787,8.68533,-1.0,0.142719000578,0,0,,,,,,,,,,
2019-12-19 14:10:13.117777,8.689347,-1.0,0.153577163815,0,0,,,,,,,,,,
2019-12-19 14:10:13.125395,8.696938,-1.0,0.164435341954,0,0,,,,,,,,,,
2019-12-19 14:10:13.133466,8.704995,-1.0,0.175293505192,0,0,,,,,,,,,,
2019-12-19 14:10:13.137363,8.708882,-1.0,0.164435341954,0,0,,,,,,,,,,
2019-12-19 14:10:13.145517,8.717058,-1.0,0.175293505192,0,0,,,,,,,,,,
2019-12-19 14:10:13.165555,8.737088,-1.0,0.164435341954,0,0,,,,,,,,,,
2019-12-19 14:10:13.173397,8.744942,-1.0,0.175293505192,0,0,,,,,,,,,,
2019-12-19 14:10:13.181473,8.753003,-1.0,0.164435341954,0,0,,,,,,,,,,
2019-12-19 14:10:13.185365,8.756883,-1.0,0.175293505192,0,0,,,,,,,,,,
2019-12-19 14:10:13.193611,8.765139,-1.0,0.164435341954,0,0,,,,,,,,,,
2019-12-19 14:10:13.205596,8.777114,-1.0,0.153577163815,0,0,,,,,,,,,,
2019-12-19 14:10:13.217878,8.789409,-1.0,0.142719000578,0,0,,,,,,,,,,
2019-12-19 14:10:13.229476,8.801013,-1.0,0.13186083734,0,0,,,,,,,,,,
2019-12-19 14:10:13.237390,8.808937,-1.0,0.121034801006,0,0,,,,,,,,,,
2019-12-19 14:10:13.245545,8.817077,-1.0,0.110176637769,0,0,,,,,,,,,,
2019-12-19 14:10:13.257497,8.829024,-1.0,0.0993184745312,0,0,,,,,,,,,,
2019-12-19 14:10:13.277584,8.849117,-1.0,0.0884603112936,0,0,,,,,,,,,,
2019-12-19 14:10:13.281887,8.853482,-1.0,0.077602148056,0,0,,,,,,,,,,
2019-12-19 14:10:13.289394,8.86094,-1.0,0.0667439773679,0,0,,,,,,,,,,
2019-12-19 14:10:13.293612,8.865131,-1.0,0.0559179410338,0,0,,,,,,,,,,
